Project ID,private,Project Name,Facility Name,State,Street Address,City,ZIP Code,County or Parish,Longitude,Latitude,Project Description,Classification,Industry Sector,Project Type,Greenhouse Gases (CO2e),Particulate Matter (PM2.5),Nitrogen Oxides (NOx),Volatile Organic Compounds (VOC),Sulfur Dioxide (SO2),Carbon Monoxide (CO),Hazardous Air Pollutants (HAPs),Operating Status,Actual or Expected Completion Year,Operating Status Sources and Notes,Project Cost (million $),Number of Jobs Promised
2831,FALSE,Dickinson Refinery - Renewable Diesel Project,Dickinson Refinery[842],ND,3815 116th Ave SW,Dickinson,58601,Stark,-102.909823,46.854857,"Modifications that would convert the Dickinson Refinery from a petroleum refinery to a vegetable oil refinery that primarily produces renewable diesel fuel. The primary changes include installation of a second distillate hydroprocessing unit and second hydrogen plant, addition of equipment to the existing distillate hydrotreater and repurposing it for hydroprocessing of vegetable oil, and idling the crude unit and other equipment that would no longer be needed.",Conversion,Other,Renewable Diesel or Gasoline Refinery,222320,6.44,49.51,54.88,21.73,51.75,4.84,Operating,2020,"Two boilers began operating in October 2020 - full operations began on November 18, 2020.",,
2835,FALSE,Dow Freeport Light Hydrocarbons Plant No. 9,Dow Texas Operations Freeport[844],TX,101 2301 N Brazosport Blvd,Freeport,77541,Brazoria,-95.380138,28.98617,"Construction of Light Hydrocarbons Unit No. 9, a new ethylene plant capable of producing up to 1.5 million metric tons of ethylene per year.",Expansion,Petrochemicals and Plastics,Ethylene Cracker,2361294,65.28,253.5,100.93,11.2,460.63,,Operating,2017,"Company website: 
https://corporate.dow.com/en-us/about/company/history/texas-facility.html",,
2836,FALSE,Dow Freeport Light Hydrocarbons Plant No. 9 Expansion Project,Dow Texas Operations Freeport[844],TX,101 2301 N Brazosport Blvd,Freeport,77541,Brazoria,-95.380138,28.98617,"Addition of two new cracking furnaces and fugitive components to the existing Light Hydrocarbons Unit No. 9 ethylene cracker. This expansion project will add 500,000 tons per year of ethylene processing capacity. Once fully commissioned, the expanded TX-9 cracker will have a capacity of 2 million tpy, making it the largest ethylene facility in the world.",Expansion,Petrochemicals and Plastics,Ethylene Cracker,580924,26.72,60.69,26.35,1.75,115.32,,Operating,2020,Startup Notification for Light Hydrocarbon 9 (submitted 8/6/2020):,,
2837,FALSE,Dow Freeport - Polyethylene Plant No. 7,Dow Texas Operations Freeport[844],TX,101 2301 N Brazosport Blvd,Freeport,77541,Brazoria,-95.380138,28.98617,"Construction of a new polyethylene manufacturing facility, Polyethylene 7.",Expansion,Petrochemicals and Plastics,Plastic Resin Manufacturing,70349,3.66,15.42,53.51,0.3,71.08,,Pre-construction,2024,"The start of construction is planned for April 1, 2022. The proposed start of operation is January 1, 2024 (app, pg 41).",,70
2842,FALSE,Eastman Chemical Texas Operations - Hydrocarbon Cracking Plant No. 4.10129-01,Eastman Chemical Texas Operations[849],TX,300 Kodak Blvd,Longview,75603,Harrison,-94.688021,32.439076,"Construction of a new hydrocarbon cracking furnace to produce ethylene and propylene at Eastman Chemical's manufacturing complex in Longview, TX.",Expansion,Petrochemicals and Plastics,Ethylene Cracker,,4.62,26.3,52.63,7.9,97.72,,Operating,2015,https://www.chemorbis.com/en/plastics-news/Over-1-million-tons-of-ethylene-capacity-restarts/2015/05/13/625720#reportH,,
2845,FALSE,Elkhorn Creek Compressor Station,Elkhorn Creek Compressor Station[854],ND,0,Watford City,58854,McKenzie,-103.22018,47.675226,"Construction of a new, 3750-horsepower compressor station as part of the North Bakken Pipeline Expansion project.",New,Natural Gas,Compressor Station,34654,1.23,36.21,21.12,0.07,18.11,4.1,Under construction,2021,"Construction expected to commence April 2021; completed October 2021 (permit application, page 37). Notice of Commencement of Construction submitted on 07/19/2021, with a listed construction start date as 07/08/2021.",,
2847,FALSE,Berthold Terminal Expansion,Berthold Terminal[857],ND,8501-296th St NW,Berthold,58718,Ward,-101.7522,48.322575,"This project involves the merger of equipment owned by Enbridge Operating Services, LLC, and Tidal Energy Marketing (U.S.), LLC at an existing crude oil storage terminal. The two existing facilities are located on adjacent properties. The existing Berthold permit is being updated to incorporate the Tidal LACT equipment as part of Enbridgeâ€™s Berthold Terminal. The operational throughput limit authorized by this Synthetic Minor construction permit (PTC19004) is 182,000 barrels per day.",Expansion,Oil,Crude Oil Terminal,15441.55,2.98,18.91,71.33,0.16,42.65,3.9,Operating,2020,"Emissions updated on 7/21/2020 to update emissions based on as-built design throughput increase of 182,000 bpd, up from 145,000 bpd originally stated in 2/28/2020 application. Emissions taken from pg. 2 and = total post-mod facility-wide PTE. 3 permits issued since 2012; need to calculate emissions increases since initial permit issuance. ",,
2851,FALSE,Entriken Compressor Station.10352-01,Entriken Compressor Station[859],PA,16707 Little Valley Rd,James Creek,16657,Huntingdon,-78.139325,40.309485,Turbine upgrade project at an existing compressor station.,Expansion,Natural Gas,Compressor Station,110640,5,39.3,39.7,2,10,,Operating,Unknown,"4 extensions issued: 4/11/2014 (https://www.ahs.dep.pa.gov/eFACTSWeb/searchResults_singleAuth.aspx?AuthID=1019711); 11/18/2014 (https://www.ahs.dep.pa.gov/eFACTSWeb/searchResults_singleAuth.aspx?AuthID=1050530); 4/10/2015 (https://www.ahs.dep.pa.gov/eFACTSWeb/searchResults_singleAuth.aspx?AuthID=1067483); and 9/11/2015 (https://www.ahs.dep.pa.gov/eFACTSWeb/searchResults_singleAuth.aspx?AuthID=1085721). Assumed to be installed and operating, but nothing could be confirmed for operational status.",,
2852,FALSE,Channelview Methanol Reformer Restart,Equistar Chemicals Channelview Complex[799],TX,8280 Sheldon Rd,Channelview,77530,Harris,-95.116421,29.8308,Restart of a methanol reformer that would be able to produce 273 million gallons of methanol every year. The reformer is located on the northern portion of the Channelview Chemical Complex.,Restart,Petrochemicals and Plastics,Methanol Plant,831675,20.98,89.44,56.42,4.21,196.55,,Operating,2013,"According to a company press release, the methanol plant began operating in the fourth quarter of 2013 (https://www.lyondellbasell.com/en/news-events/corporate--financial-news/lyondellbasell-restarts-methanol-plant-at-channelview-on-schedule/).",133.4,
2853,FALSE,"Channelview Olefins Production Units 1 and 2, Cracking Furnace Expansion",Equistar Chemicals Channelview Complex[799],TX,8280 Sheldon Rd,Channelview,77530,Harris,-95.116421,29.8308,"Construction of two new cracking furnaces at existing Olefins Production Units 1 and 2. The expansion would increase annual ethylene production capacity at Channelview North by 750,000 tons.",Expansion,Petrochemicals and Plastics,Ethylene Cracker,602000,127.2,25.71,142.11,1.54,562.8,,Operating,2014,"According to Equistar Chemicals' 2015 Biennial Progress Report, the Cracking Furnace Expansion was completed in 2014 (see Form 50-773-A: https://comptroller.texas.gov/economy/local/ch313/agreement-docs-details.php?id=259).",175,
2854,FALSE,Channelview PHD/PP Units,Equistar Chemicals Channelview Complex[799],TX,8280 Sheldon Rd,Channelview,77530,Harris,-95.116421,29.8308,"Construction of a new propane dehydrogenation (PDH) unit and a new polypropylene (PP) unit at the Channelview Complex, which would be able to produce 166,000 pounds of polypropylene pellets every hour.",Expansion,Petrochemicals and Plastics,Propylene Dehydrogenation (PDH) Plant,473443.08,32.04,37.76,161.13,13.82,168.91,,Pre-construction,2022,"Expected operating year taken from Permit Applications (6/4/2018), pg 48 of pdf

PDH unit cancelled/will not be constructed:
https://www.plasticsnews.com/news/lyondellbasell-changing-some-us-expansion-plans  
https://www.icis.com/explore/resources/news/2019/09/26/10422749/lyondellbasell-calls-off-pdh-project-to-focus-on-capital-discipline/",,
2864,FALSE,Flickertail Compressor Station - Initial Construction,Flickertail Compressor Station[868],ND,54th St NW,Tioga,58852,Williams,-103.013595,48.195743,Construction of a new 100 MMSCFD natural gas compressor station.,New,Natural Gas,Compressor Station,96586,7.1,95.3,95.94,0.44,91.54,16.36,On hold,Unknown,Review on hold (1/4/2021),,
2865,FALSE,Flint Hills Houston - Propylene Capacity Expansion,Flint Hills Resources Houston Chemical Plant[1023],TX,9822 La Porte Fwy,Houston,77017,Harris,-95.25106,29.705991,An expansion project to increase propylene production at the plant's existing propylene manufacturing unit.,Expansion,Petrochemicals and Plastics,Propylene Dehydrogenation (PDH) Plant,1012080,1.26,43.12,31.95,31.55,87.39,,Operating,2018,"The project is assumed to be complete based on a voluntary update submitted in 2018, which changes operating conditions based on current operation, post-construction of the expansion project. Exact year of start-up could not be determined.",,
2869,FALSE,Kinder Morgan Condensate Splitter - Initial Construction,Kinder Morgan Condensate Splitter Facility[872],TX,407 Clinton Dr,Galena Park,77547,Harris,-95.218611,29.735833,"Addition of a new condensate splitter plant at a bulk petroleum storage terminal. The condensate splitter plant will consist of two 50,000 bpd trains and a stabilization column, a main fractionation column, heaters, flare, and storage tanks. The plant will process hydrocarbon condensate into Y-grade liquids, light and heavy naphtha, kerosene, and distillate products.",Expansion,Oil,Condensate Splitter,243545,8.85,17.22,46.78,19.14,89.31,,Operating,2014,"TCEQ Permit Application, Form PI-1 (pg. 37) available at: https://records.tceq.texas.gov/cs/idcplg?IdcService=TCEQ_EXTERNAL_SEARCH_GET_FILE&dID=5814595&Rendition=Web

Projected Start of Construction Date: 6/13/2013
Projected Start of Operation Date: 12/24/2014",4624,
2870,FALSE,Galveston Bay Refinery - PS3B Revamp/RHU Revamp/New DHT Project,Galveston Bay Refinery[873],TX,2401 5th Ave S,Texas City,77590,Galveston,-94.925,29.37444,"Addition and modification of equipment, including installing a new 130 million barrel per day diesel hydrotreater (DHT), and revamping the resid hydrotreating unit (RHU) and Pipestills (PS3B) to improved oil recovery and increase crude rate.",Expansion,Oil,Refinery,851305,181.13,-74.05,108.64,367.33,1306.1,,Under construction,2022,"Anticipated start of construction for the proposed project was July 2018 and scheduled to operate after completion in Q1 2021 (Permit Application, Chapter 6.2.5. (Project Timeline, pg. 83). 

Operating Permit No. 1541 (issued 1/15/2020, expires 2/22/2022), which incorporated major modifications to NSR Permit 47256 and PSDTX402M4, and added N258 and GHGPSDTX166. 

MPLX Annual Report 2019 states that ""the STAR investment project to transform our Galveston Bay refinery into a world-class refining complex is progressing according to plan and is scheduled to complete in 2022."" 
http://www.annualreports.com/HostedData/AnnualReports/PDF/NYSE_MPC_2019.pdf",,
2884,FALSE,Golden Pass LNG Export Terminal - Initial Construction,Golden Pass LNG Export Terminal[883],TX,3752 S Gulfway Dr,Sabine Pass,77655,Jefferson,-93.9282,29.761733,Construction of a 15.6 million tpy natural gas liquefaction and export plant next to an existing LNG import facility.,Expansion,Liquefied Natural Gas,Liquefied Natural Gas Terminal or Liquefaction Plant,4940072,118.91,670.89,256.51,9.42,843.93,,Under construction,2024/2026,"GPLNG commenced construction of the export facilities in 2019. -(Document Accession #: 20210611-5124 Filed Date: 06/11/2021 in Docket No. CP21-458 for the MP33/66 amendment to the pipeline project)

Company website, industry website, available at: http://www.goldenpassproducts.com/index.cfm/newsroom/detail/99 [and] https://www.naturalgasintel.com/articles/120067-golden-pass-lng-start-up-slips-to-2025 [and] https://www.spglobal.com/marketintelligence/en/news-insights/trending/ElnW8Rsz5NnqrmgTTUgqtA2",,
2886,FALSE,Goodrich Compressor Station,Goodrich Compressor Station[885],TX,228 FM 1988,Goodrich,77335,Polk,-94.9383,30.6097,Expansion of an existing compressor station to support the Willis Lateral pipeline project.,Expansion,Natural Gas,Compressor Station,65899,1.96,31.43,4.81,0.25,31.63,1.33,Operating,2020,"Willis Lateral Project, Request for Authorization to Place In-Service submitted on 5/12/2020 (in-service date requested = 6/1/2020)",,
2887,FALSE,Grand Forks Fertilizer Plant - Initial Construction,Grand Forks Fertilizer Plant[886],ND,N 69th St,Grand Forks,58203,Grand Forks,-97.124422,47.97167,Construction of a new fertilizer manufacturing plant.,New,Synthetic Fertilizers,Ammonia/Urea Plants,1146226,122.12,354.94,45.21,30.09,170.09,10.39,On hold,Unknown,"Permit no. PTC15052, Amendment 3 (expired 2/10/2021), available at: https://www.dropbox.com/home/Emission%20Increases/North%20Dakota/Northern%20Plains%20Nitrogen%2C%20LLP-%20Grand%20Forks%20Fertilizer",2000,
2889,FALSE,Gulf Access Bulk Liquids Storage Terminal,Gulf Access Bulk Liquids Storage Terminal[889],TX,Penn City Rd,Houston,77015,Harris,-95.15111,29.74861,"Construction of a new bulk liquid storage terminal, which will receive, store and transfer various chemicals, petroleum products and crude oil by pipeline, marine vessels, tank truck and railcar.",New,Oil,Crude Oil Terminal,137976,5.75,61.5,97.52,34.89,96.81,2,Pre-construction,2022,"Two extensions to the commencement of construction deadline have been granted on 11/29/2018 and 6/4/2020. The most recent extension approval states that ""If construction has not begun by December 28, 2021, Permit Number 141097 shall be automatically void. An additional extension may not be granted."" 

Facility is potentially under construction, based on aerial imagery; no compliance docs/notices online.",,
2890,FALSE,Gulf Coast Ammonia Plant,Gulf Coast Ammonia Plant[890],TX,201 Bay Street South,Texas City,77590,Galveston,-94.89018,29.38407,"Construction of a new ammonia production facility, which would be capable of producing 1.35 million tons of ammonia every day.",New,Synthetic Fertilizers,Ammonia/Urea Plants,,1.51,17.75,1.74,0.23,12.98,,Pre-construction,2023,"News article, available at: https://businessfacilities.com/2020/01/1b-ammonia-plant-coming-to-greater-houston/

Permit no. 162451 (issued 10/5/2020, standard non-rule) for warm flare states construction of the plant has not commenced: ""On May 3, 2019, the TCEQ issued an extension for the start of construction of January 12, 2021.  Construction for the plant is projected in the fourth quarter of 2020.)",,
2894,FALSE,Harmon Creek Gas Plant.10223-01,Harmon Creek Gas Plant[895],PA,Duran Rd,Bulger,15019,Washington,-80.357286,40.40122,Construction of a new 400 MMscfd gas plant and de-ethanizer.,New,Natural Gas,Gas Processing Plant,79795,0,29,22,0,46,2,Operating,2018,,,
2899,FALSE,Hawkeye Gas Facility.10183-01,Hawkeye Gas Facility[900],ND,ND-1806,New Town,58763,McKenzie,-102.867992,48.037623,Construction and subsequent modifications to the Hawkeye Compressor Station.,Expansion,Natural Gas,Compressor Station,114316,0,113.49,124.67,137.96,112.7,,Operating,2017,"Hess Hawkeye Gas Facility received Permit to Construct No. PTC14089 in December of 2014 and completed construction on February 6,2017. PTC14089 allowed Hess to build a new compressor station directly south of the currently decommissioned Hawkeye Compressor Station. On June 14,2019, the Department received a permit to construct application from Hess with a request to amend the existing Permit to Construct No. PTC14089. The application represented updated emissions calculations due to a change in existing emission unit hourly usage, an updated carbon monoxide AP-42 factor, and additional flaring at the facility",,
2901,FALSE,Jupiter Brownsville - Heavy Condensate Upgrader Project,Jupiter Brownsville Condensate Splitter Facility[798],TX,11700 RL Ostos Rd,Brownsville,78521,Cameron,-97.35528,25.96111,"Construction of a new condensate splitter facility that would be able to produce 85,200 barrels of ultra-low sulfur gasoline, 61,320 barrels of ultra-low sulfur diesel, and 12,840 barrels of gasoil ever day.",Expansion,Oil,Condensate Splitter,1236362,90.54,197.19,984.32,218.46,527.01,,Pre-construction,2021,"A public hearing was held in Brownsville on May 28, 2019, and the public comment period ended on June 24, 2019. During the comment period, the Shrimpers and Fishermen of the Rio Grande Valley submitted timely comments (as did several hundred other individuals, community groups, and government entities), and requested a contested case hearing on the Draft Permit. The hearing was held on February 8, 2021 and a decision was issued on May 21, 2021. 

SOAH Docket No. 582-21-0111 (issued 5/21/2021) recommended that the draft permit be revised to adjust emissions limits for some of the proposed heaters, and to require additional control technology for fugitive emissions.

News articles, available at: 
https://www.bizjournals.com/sanantonio/news/2020/08/20/company-behind-brownsville-project-investigated.html
https://www.bizjournals.com/sanantonio/news/2020/07/29/whats-going-on-with-proposed-brownsville-refinery.html",,
2903,FALSE,Herminie Compressor Station.10207-01,Herminie Compressor Station[902],PA,Appe Mills Rd,Sewickley Township,15089,Westmoreland,-79.740344,40.239329,Construction and subsequent expansion of a compressor station.,New,Natural Gas,Compressor Station,106592,5.72,82.86,48.77,0.5,46.52,13.89,Operating,2013,Emission taken from most recent permit (65-00979B).,,
2913,FALSE,Copano Houston Gas Plant - Cryogenic Plant No. 3,Copano Processing Houston Central Gas Plant[910],TX,1651 County Rd 255 S,Sheridan,77475,Colorado,-96.626258,29.469923,Construction of a new cryogenic process train (CRYO3) that would be capable of processing 400 million standard cubic feet of fracked gas every day. CRYO3 would increase the plant's total processing capacity to 1.5 billion standard cubic feet per day.,Expansion,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,201871,6.9,39.81,15.43,3.44,64.23,,Operating,2014,Notification for Completion of Construction (submitted 10/31/2014),,
2914,FALSE,Buckeye Texas Hub Expansion,Buckeye Texas Hub[780],TX,7002 Marvin L Berry Rd,Corpus Christi,78409,Nueces,-97.504166,27.831111,Construction of new facilities and modifications that would allow the Hub to store and transport more crude oil and other liquids.,Expansion,Oil,Crude Oil Terminal,165595,6.48,32.86,115.57,33.36,33.73,,Unknown,2020,"TCEQ permit no. 106594 Amendment Application (revised November 2018)

Permit No. 106594 amended 10/23/2019 to modify testing frequencies. No compliance documents could be located that demonstrate operating status. Need to submit FOIA. Most recent semiannual report (submitted 8/5/2020) covering the period of January 1, 2020 through June 30, 2020 only lists 2 VCUs (1 and 2) operating. GHGPSDTX185 authorized VCU3-6.",,
2918,FALSE,Jackson Compressor Station,Jackson Compressor Station[916],PA,3438 Buckwheat Hollow Road,Lawrenceville,16929,Tioga,-77.031564,41.998566,"Construction of a new 21,068 horsepower compressor station as part of the Empire North Pipeline Expansion Project.",New,Natural Gas,Compressor Station,91488,6.94,26.63,2.3,2.35,16.87,0.45,Operating,2020,"FOIA submitted 5/28/2020 for 59-00035A (issued 8/15/2018), application, technical reviews. Emissions taken from FERC EA (Docket No. CP18-89). Extension to commence construction issued 2/4/2020; new deadline to construct is 8/13/2021 (PA Bulletin Vol. 50, Issue 8). ""The 21,068 hp Jackson Compressor Station in Tioga County, Pennsylvania was placed into service on July 11, 2020 as confirmed by our In-Service Notice dated July 13, 2020."" (FERC notice of in-service, 9/21/2020)",,
2937,FALSE,Equistar La Porte - Cracking Furnace Expansion,Equistar La Porte Complex[932],TX,1515 Miller Cut Off Rd,La Porte,77571,Harris,-95.06111,29.70639,"Addition of two new cracking furnaces and supporting equipment to the plant's existing Olefins unit. The new furnaces will increase the plant's ethylene production capacity by 405,000 tons per year.",Expansion,Petrochemicals and Plastics,Ethylene Cracker,606483,39.65,60.98,21.28,2.83,457.21,,Operating,2014,"Texas Comptroller, Equistar La Porte ISD no. 262, 2018 Biennial Progress Report 773A, available at: https://comptroller.texas.gov/economy/local/ch313/agreement-docs.php",,
2945,FALSE,Little Missouri Gas Plant 5,Little Missouri Gas Plant and Smokey Compressor Station[941],ND,1939 125th Ave Nw,Watford City,58854,McKenzie,-103.261944,47.696111,Phase 5 of an incremental plant expansion to increase gas processing capacity by 200 MMscfd to a total of 490 MMscfd. The plant has been expanding in phases since 2011.,Expansion,Natural Gas,Gas Processing Plant,92836,6.03,69.32,165.54,0.27,100.39,2.5,Pre-construction,2023,"Facility will be classified as a major source under PSD after LMGP Phase 5 construction is complete (source: Notice of Intent, Aug. 2019). Application for 18-month extension submitted 1/12/2021 (citing market conditions); issued 1/19/2021, extending the construction deadline until 9/19/2022. General permit app., Section C, page 93 of PDF states that construction is expected to begin ""ASAP,"" construction duration not specified. Assumed construction will take more than 3 months and start-up in 2023.",,
2948,FALSE,Longhorn Gas Plant - Initial Construction,Longhorn Gas Plant[944],TX,FM 51 (NE from US-380),Decatur,76234,Wise,-97.526412,33.311964,Construction of a new 200 MMscfd gas processing plant.,New,Natural Gas,Gas Processing Plant,229173,3.58,28.8,33.81,12.8,51.8,4.21,Canceled,2014,"The Longhorn Plant was shut down in October 2020 (2020 SEC 10-K)
https://www.annualreports.com/HostedData/AnnualReports/PDF/NYSE_NGLS_2020.pdf
https://www.naturalgasintel.com/targa-boosting-permian-natural-gas-processing-capacity-by-moving-north-texas-plant/

Targa Resources, Investor Presentation Q4 2014, available at: https://www.sec.gov/Archives/edgar/data/1092914/000119312514396611/d817400d425.htm",,
2957,FALSE,Bradford County LNG Facility - Initial Construction,Bradford County LNG Facility[954],PA,Route 6 (2 mi E of Wyalusing Borough),Wyalusing,18853,Bradford,-76.236592,41.654811,"Construction of a new LNG terminal that would be capable of processing approximately 4 million gallons of LNG per day and storing up to six million gallons on site. The terminal would consist of two liquefaction trains and a new logistics hub, which would allow New Fortress Energy to transport LNG by truck and rail to domestic markets or to the Gibbstown Logistics Center for export.",New,Liquefied Natural Gas,Liquefied Natural Gas Terminal or Liquefaction Plant,1107679,99.88,97.86,36.3,83.25,90.87,8.77,Pre-construction,2022,"News article, New Fortress Energy LLC's Q4 2019 Earnings Call Transcript, available at: https://wnep.com/2019/08/27/natural-gas-plant-coming-to-bradford-county/   [and]   https://www.nasdaq.com/articles/new-fortress-energy-llc-nfe-q4-2019-earnings-call-transcript-2020-03-05",,
2959,FALSE,Marcus Hook Expansion Projects,Marcus Hook Industrial Complex[956],PA,100 Green St,Marcus Hook,19061,Delaware,-75.424084,39.811318,"Aggregated Projects, including: installation of a deethanizer unit (23-0119A); boilers and storage tanks (23-0119B); a cooling tower (23-0119C); storage tanks (23-0119F); cryogenic storage tanks, depropanizers and a debutanizer (23-0119E).",Expansion,Petrochemicals and Plastics,"Natural Gas Liquids Storage Facility, Natural Gas Liquids Fractionator",223200,1.82,31.6,187.48,17.49,83.94,,Operating,2013/2015/2020,"Company website:
https://www.energytransfer.com/major-projects/",,5000
2960,FALSE,Marcus Hook - Project Phoenix,Marcus Hook Industrial Complex[956],PA,100 Green St,Marcus Hook,19061,Delaware,-75.424084,39.811318,â€œProject Phoenixâ€,Expansion,Petrochemicals and Plastics,"Natural Gas Liquids Fractionator, Natural Gas Liquids Storage Facility",47062,0.219,12.01,38.41,0.681,28.8,,Unknown,2022,"Plan Approval 23-00119J

Construction was initially expected in 12/2019, with completion expected in Q4 2022 (pg. 8).",,
2961,FALSE,Marvindale Compressor Station,Marvindale Compressor Station[957],PA,Kin Foxs Ln,Mt Jewett,16740,McKean,-78.497458,41.704803,Construction of a new natural gas compressor station as part of the FM100 Pipeline Project.,New,Natural Gas,Compressor Station,70253,12.59,35.58,15.73,1.29,30.96,4.5,Operating,2021,"Targeted in-service date = December 1, 2021",,
2964,FALSE,Project Jumbo â€“ M&G PET Plant,Corpus Christi Polymer Plant[829],TX,7001 Joe Fulton International Trade Corridor STE 200,Corpus Christi,78409,Nueces,-97.49595,27.834238,Construction of a new polyethylene terephthalate (PET) resins manufacturing complex (PET Plant) that will manufacture PET and terephthalic acid (PTA).,New,Petrochemicals and Plastics,Plastic Resin Manufacturing,438273,21,69.64,165.92,6.68,337.53,76.45,Under construction,2022,"The company submitted a notification on 7/16/2020 stating that construction has been interrupted and was officially paused on 7/8/2020; the interruption â€œwill not exceed 18 months,â€",,
2965,FALSE,Project Jumbo â€“ M&G Utilities Plant,Corpus Christi Polymer Plant[829],TX,7001 Joe Fulton International Trade Corridor STE 200,Corpus Christi,78409,Nueces,-97.49595,27.834238,Construction of a new combined heat and power (CHP) utility plant to provide power and/or steam to M&G's new collocated PTE Plant.,New,Petrochemicals and Plastics,Associated Electricity Generation,726360,57.6,66.7,36.3,17.3,193.3,,Under construction,2022,"The company submitted a notification on 7/16/2020 stating that construction has been interrupted and was officially paused on 7/8/2020; the interruption â€œwill not exceed 18 months,â€",,
2973,FALSE,Roehm Bay City MMA Plant - Initial Construction,Roehm America Bay City Site[757],TX,2001 FM 3057,Bay City,77414,Matagorda,-96.018889,28.859444,"Construction of a greenfield methyl methacrylate (MMA) plant, which would be capable of producing 250,000 tons of MMA per year from ethylene and natural gas. Construction is expected to commence in the fourth quarter of 2021, with production planned for 2023.",New,Petrochemicals and Plastics,Plastic Resin Manufacturing,281297.05,11.06,115.22,159.38,16.34,240.58,,Pre-construction,2023,"TX Comptroller, Chapter 313 School Value Limitation Agreement, available at: https://comptroller.texas.gov/economy/local/ch313/agreement-docs-details.php?id=1483

https://www.roehm.com/en/detail/rohm-and-oq-chemicals-sign-mou-to-build-new-250kt-year-methyl-methacrylate-plant-in-the-u-s-kopie   

https://www.icis.com/explore/resources/news/2021/02/24/10610144/roehm-mulls-250-000-tonne-year-mma-plant-at-oq-chemicals-us-gulf-coast-site",30,70
2976,FALSE,Enterprise Mont Belvieu - PDH I,Enterprise Mont Belvieu Complex[970],TX,10207 FM 1942,Mont Belvieu,77580,Chambers,-94.912219,29.857292,"Construction of a new propane dehydrogenation (PDH) unit at the Mont Belvieu Complex, which would be capable of processing up to 1.6 billion pounds of propylene per year.",Expansion,Petrochemicals and Plastics,Propylene Dehydrogenation (PDH) Plant,1512124,103.95,129.87,125.24,175.14,367.02,,Operating,2018,"Commissioning and startup of the PDH I Unit was completed on June 25, 2018 (Start-up Notification, submitted 7/5/2018):
https://www.dropbox.com/sh/al2c1ekjjjjupmf/AAD_7qj0RfvnAKuUz-Fc1Spwa?dl=0

Industry website, available at: https://www.icis.com/explore/resources/news/2018/01/10/10181425/enterprise-ramping-up-us-pdh-to-full-capacity-in-early-2018/",1200,
2977,FALSE,Enterprise Mont Belvieu - PDH II,Enterprise Mont Belvieu Complex[970],TX,10207 FM 1942,Mont Belvieu,77580,Chambers,-94.912219,29.857292,"Construction of a second propane dehydrogenation unit (PDH II) at the Mont Belvieu Complex, which would be capable of producing 1.65 billion pounds of propylene per year.",Expansion,Petrochemicals and Plastics,Propylene Dehydrogenation (PDH) Plant,600086,37.79,79.06,80.38,33.17,243.25,,Pre-construction,2023,"Company press release:
https://www.businesswire.com/news/home/20200630005216/en/Enterprise-Enters-Into-Long-Term-Agreement-for-PDH-2-Facility
https://www.businesswire.com/news/home/20190926005256/en/Enterprise-Build-PDH-2-Plant-Supported-Long-term

There's no indication that construction has commenced on the 2nd PDH unit. No start-up notifications or any compliance documents available in TCEQ file room. Permit expired 7/24/2021 and no extensions have been issued or pending applications for an extension found online. FOIA submitted for construction reports.",1200,1500-2000 temporary jobs
2978,FALSE,Enterprise Mont Belvieu - Frac VII and VIII,Enterprise Mont Belvieu Complex[970],TX,10207 FM 1942,Mont Belvieu,77580,Chambers,-94.912219,29.857292,"Construction of two new natural gas liquids fractionation units (Frac 7 and Frac 8), which would each be capable of processing 150,000 barrels of natural gas liquids per day.",Expansion,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,205256,7.08,47.24,18.04,6.66,95.58,,Operating,2013,"Frac VIII placed into service 11/2013: 
https://www.enterpriseproducts.com/about-us/history

Two start-up notifications were submitted on 3/10/2014 for both fractionation trains, but only html reports are available through the TCEQ file room: 

Frac VII
https://records.tceq.texas.gov/cs/idcplg?IdcService=TCEQ_EXTERNAL_SEARCH_DOC_INFO&dID=3326953&dDocName=3168339&coreContentOnly=1&IsExternalSearch=1

Frac VIII
https://records.tceq.texas.gov/cs/idcplg?IdcService=TCEQ_EXTERNAL_SEARCH_DOC_INFO&dID=3326955&dDocName=3168340&coreContentOnly=1&IsExternalSearch=1",449,
2979,FALSE,Targa Fractionation Train 5,Targa Mont Belvieu Complex[971],TX,10319 Hwy 146,Mont Belvieu,77580,Chambers,-94.899946,29.84055,"Construction of a fifth fractionation train at Targa Midstream's existing Mont Belvieu Complex, which would be capable of processing up to 100,000 barrels per day of natural gas liquids from fracked natural gas.",Expansion,Petrochemicals and Plastics,Natural Gas Liquids Fractionator,160241,5.79,8.56,15.38,0.74,54.02,,Operating,2016,"Train 5 began operating 4/18/2016 (End of Construction and Start of Operations Notification, submitted 4/6/2016)",,
